CancerType,ENSG,cMDT,GeneName,Count,Total,Frequency
Liver.Liver-HCC,ENSG00000077616,ENST00000526637,NAALAD2,1,100,0.01
Liver.Liver-HCC,ENSG00000076554,ENST00000517427,TPD52,1,100,0.01
Liver.Liver-HCC,ENSG00000076351,ENST00000584426,SLC46A1,1,100,0.01
Liver.Liver-HCC,ENSG00000075420,ENST00000392699,FNDC3B,1,100,0.01
Liver.Liver-HCC,ENSG00000069020,ENST00000407621,MAST4,1,100,0.01
Liver.Liver-HCC,ENSG00000065882,ENST00000402522,TBC1D1,1,100,0.01
Liver.Liver-HCC,ENSG00000054392,ENST00000537898,HHAT,1,100,0.01
Liver.Liver-HCC,ENSG00000050628,ENST00000370924,PTGER3,1,100,0.01
Liver.Liver-HCC,ENSG00000047457,ENST00000479771,CP,1,100,0.01
Liver.Liver-HCC,ENSG00000021826,ENST00000430249,CPS1,1,100,0.01
Liver.Liver-HCC,ENSG00000021461,ENST00000421837,CYP3A43,1,100,0.01
Liver.Liver-HCC,ENSG00000011600,ENST00000587837,TYROBP,1,100,0.01
Liver.Liver-HCC,ENSG00000007545,ENST00000397412,CRAMP1L,1,100,0.01
Liver.Liver-HCC,ENSG00000004846,ENST00000404938,ABCB5,1,100,0.01
Kidney.Kidney-RCC,ENSG00000270136,ENST00000602450,MINOS1-NBL1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000254709,ENST00000531372,IGLL5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000254469,ENST00000534704,RP11-849H4.2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000246223,ENST00000499006,C14orf64,1,117,0.01
Kidney.Kidney-RCC,ENSG00000243716,ENST00000528249,NPIPB5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000243716,ENST00000517539,NPIPB5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000243710,ENST00000529956,WDR65,1,117,0.01
Kidney.Kidney-RCC,ENSG00000240303,ENST00000481970,ACAD11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000221923,ENST00000597976,ZNF880,1,117,0.01
Kidney.Kidney-RCC,ENSG00000214940,ENST00000545050,NPIPA8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000213999,ENST00000410050,MEF2B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000213901,ENST00000409878,SLC23A3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000206172,ENST00000397797,HBA1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000205744,ENST00000590867,DENND1C,1,117,0.01
Kidney.Kidney-RCC,ENSG00000204410,ENST00000463144,MSH5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000204314,ENST00000428778,PRRT1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000203697,ENST00000484873,CAPN8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000203697,ENST00000465098,CAPN8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000198625,ENST00000367183,MDM4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000198522,ENST00000424214,GPN1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000198373,ENST00000356003,WWP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000198064,ENST00000520915,RP11-347C12.1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000198000,ENST00000536593,NOL8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000197713,ENST00000354506,RPE,1,117,0.01
Kidney.Kidney-RCC,ENSG00000197614,ENST00000433590,MFAP5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000197134,ENST00000597927,ZNF257,1,117,0.01
Kidney.Kidney-RCC,ENSG00000196998,ENST00000356463,WDR45,1,117,0.01
Kidney.Kidney-RCC,ENSG00000196531,ENST00000549259,NACA,1,117,0.01
Kidney.Kidney-RCC,ENSG00000196511,ENST00000538212,TPK1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000196214,ENST00000601711,ZNF766,1,117,0.01
Kidney.Kidney-RCC,ENSG00000189367,ENST00000465254,KIAA0408,1,117,0.01
Kidney.Kidney-RCC,ENSG00000189362,ENST00000444545,TMEM194B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000189233,ENST00000341513,NUGGC,1,117,0.01
Kidney.Kidney-RCC,ENSG00000188677,ENST00000338758,PARVB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000188522,ENST00000580115,FAM83G,1,117,0.01
Kidney.Kidney-RCC,ENSG00000188467,ENST00000341459,SLC24A5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000188321,ENST00000586255,ZNF559,1,117,0.01
Kidney.Kidney-RCC,ENSG00000188086,ENST00000442359,PRSS45,1,117,0.01
Kidney.Kidney-RCC,ENSG00000187634,ENST00000420190,SAMD11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000187187,ENST00000601138,ZNF546,1,117,0.01
Kidney.Kidney-RCC,ENSG00000186335,ENST00000335244,SLC36A2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000186187,ENST00000320619,ZNRF1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000185627,ENST00000525665,PSMD13,1,117,0.01
Kidney.Kidney-RCC,ENSG00000184281,ENST00000435795,TSSC4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000184205,ENST00000579390,TSPYL2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000183955,ENST00000437519,SETD8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000183785,ENST00000330423,TUBA8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000183773,ENST00000405089,AIFM3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000183628,ENST00000427407,DGCR6,1,117,0.01
Kidney.Kidney-RCC,ENSG00000182326,ENST00000402681,C1S,1,117,0.01
Kidney.Kidney-RCC,ENSG00000182326,ENST00000360817,C1S,1,117,0.01
Kidney.Kidney-RCC,ENSG00000182240,ENST00000328735,BACE2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000182230,ENST00000512862,FAM153B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000181929,ENST00000548065,PRKAG1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000181555,ENST00000330022,SETD2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000181513,ENST00000592162,ACBD4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000180891,ENST00000581898,CUEDC1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000180815,ENST00000359173,MAP3K15,1,117,0.01
Kidney.Kidney-RCC,ENSG00000180354,ENST00000409688,MTURN,1,117,0.01
Kidney.Kidney-RCC,ENSG00000179133,ENST00000376500,C10orf67,1,117,0.01
Kidney.Kidney-RCC,ENSG00000178150,ENST00000315849,ZNF114,1,117,0.01
Kidney.Kidney-RCC,ENSG00000177830,ENST00000429789,CHID1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000177830,ENST00000323541,CHID1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000177058,ENST00000508124,SLC38A9,1,117,0.01
Kidney.Kidney-RCC,ENSG00000176974,ENST00000352886,SHMT1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000176973,ENST00000449319,FAM89B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000176915,ENST00000539605,ANKLE2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000174842,ENST00000534881,GLMN,1,117,0.01
Kidney.Kidney-RCC,ENSG00000174306,ENST00000540170,ZHX3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000174165,ENST00000534073,ZDHHC24,1,117,0.01
Kidney.Kidney-RCC,ENSG00000173678,ENST00000507450,SPDYE2B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000173566,ENST00000521807,NUDT18,1,117,0.01
Kidney.Kidney-RCC,ENSG00000173273,ENST00000520408,TNKS,1,117,0.01
Kidney.Kidney-RCC,ENSG00000172432,ENST00000496137,GTPBP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000171433,ENST00000445229,GLOD5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000171124,ENST00000587183,FUT3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000170310,ENST00000575858,STX8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000169379,ENST00000303097,ARL13B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168781,ENST00000381879,PPIP5K1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168781,ENST00000360135,PPIP5K1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168724,ENST00000303525,DNAJC21,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168675,ENST00000585931,LDLRAD4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168589,ENST00000562982,DYNLRB2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168350,ENST00000553834,DEGS2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168216,ENST00000472827,LMBRD1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000168067,ENST00000377350,MAP4K2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167772,ENST00000393962,ANGPTL4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167674,ENST00000590872,HDGFRP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167523,ENST00000564238,SPATA33,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167487,ENST00000595182,KLHL26,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167325,ENST00000532170,RRM1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000167107,ENST00000427954,ACSF2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000166974,ENST00000413393,MAPRE2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000166821,ENST00000561257,PEX11A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000166529,ENST00000456748,ZSCAN21,1,117,0.01
Kidney.Kidney-RCC,ENSG00000166268,ENST00000548892,MYRFL,1,117,0.01
Kidney.Kidney-RCC,ENSG00000165716,ENST00000371691,FAM69B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000165689,ENST00000298537,SDCCAG3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000165209,ENST00000471564,STRBP,1,117,0.01
Kidney.Kidney-RCC,ENSG00000164830,ENST00000312046,OXR1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000164008,ENST00000603943,C1orf50,1,117,0.01
Kidney.Kidney-RCC,ENSG00000163931,ENST00000450814,TKT,1,117,0.01
Kidney.Kidney-RCC,ENSG00000163918,ENST00000433496,RFC4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000163743,ENST00000451788,RCHY1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000163728,ENST00000382584,TTC14,1,117,0.01
Kidney.Kidney-RCC,ENSG00000163291,ENST00000512733,PAQR3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162869,ENST00000281394,PPP1R21,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162836,ENST00000609196,ACP6,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162618,ENST00000401034,ELTD1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162522,ENST00000373480,KIAA1522,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162437,ENST00000294428,RAVER2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162065,ENST00000562105,TBC1D24,1,117,0.01
Kidney.Kidney-RCC,ENSG00000162065,ENST00000293970,TBC1D24,1,117,0.01
Kidney.Kidney-RCC,ENSG00000161888,ENST00000591396,SPC24,1,117,0.01
Kidney.Kidney-RCC,ENSG00000161800,ENST00000454520,RACGAP1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000161513,ENST00000544854,FDXR,1,117,0.01
Kidney.Kidney-RCC,ENSG00000160741,ENST00000303569,CRTC2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000160392,ENST00000357884,C19orf47,1,117,0.01
Kidney.Kidney-RCC,ENSG00000160188,ENST00000398352,RSPH1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000159733,ENST00000508471,ZFYVE28,1,117,0.01
Kidney.Kidney-RCC,ENSG00000159674,ENST00000511672,SPON2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000159214,ENST00000463846,CCDC24,1,117,0.01
Kidney.Kidney-RCC,ENSG00000158220,ENST00000289135,ESYT3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000157379,ENST00000558340,DHRS1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000157335,ENST00000562923,CLEC18C,1,117,0.01
Kidney.Kidney-RCC,ENSG00000156958,ENST00000560654,GALK2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000156831,ENST00000519712,NSMCE2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000155085,ENST00000490722,AK9,1,117,0.01
Kidney.Kidney-RCC,ENSG00000154760,ENST00000533791,SLFN13,1,117,0.01
Kidney.Kidney-RCC,ENSG00000154447,ENST00000502315,SH3RF1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000153896,ENST00000587354,ZNF599,1,117,0.01
Kidney.Kidney-RCC,ENSG00000153446,ENST00000474471,C16orf89,1,117,0.01
Kidney.Kidney-RCC,ENSG00000153443,ENST00000590965,UBALD1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000152240,ENST00000589554,HAUS1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000151468,ENST00000378839,CCDC3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000150627,ENST00000393643,WDR17,1,117,0.01
Kidney.Kidney-RCC,ENSG00000150045,ENST00000535631,KLRF1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000149308,ENST00000527296,NPAT,1,117,0.01
Kidney.Kidney-RCC,ENSG00000147687,ENST00000522810,TATDN1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000147649,ENST00000519293,MTDH,1,117,0.01
Kidney.Kidney-RCC,ENSG00000145979,ENST00000343141,TBC1D7,1,117,0.01
Kidney.Kidney-RCC,ENSG00000145850,ENST00000407087,TIMD4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000145687,ENST00000320672,SSBP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000144741,ENST00000536651,SLC25A26,1,117,0.01
Kidney.Kidney-RCC,ENSG00000143847,ENST00000367240,PPFIA4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000143061,ENST00000481589,IGSF3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000142856,ENST00000489099,ITGB3BP,1,117,0.01
Kidney.Kidney-RCC,ENSG00000142530,ENST00000595790,FAM71E1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000142528,ENST00000445728,ZNF473,1,117,0.01
Kidney.Kidney-RCC,ENSG00000142173,ENST00000397763,COL6A2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000142173,ENST00000357838,COL6A2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000141425,ENST00000337059,RPRD1A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000140563,ENST00000456504,MCTP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000140379,ENST00000335661,BCL2A1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000139344,ENST00000548310,AMDHD1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000139187,ENST00000356986,KLRG1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000138835,ENST00000462403,RGS3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000138434,ENST00000451836,SSFA2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000137648,ENST00000524218,TMPRSS4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000137522,ENST00000526549,RNF121,1,117,0.01
Kidney.Kidney-RCC,ENSG00000137145,ENST00000361024,DENND4C,1,117,0.01
Kidney.Kidney-RCC,ENSG00000136856,ENST00000373360,SLC2A8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000135447,ENST00000547826,PPP1R1A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000135404,ENST00000550050,CD63,1,117,0.01
Kidney.Kidney-RCC,ENSG00000134317,ENST00000324883,GRHL1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000133195,ENST00000579319,SLC39A11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000132953,ENST00000400602,XPO4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000132840,ENST00000521567,BHMT2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000132718,ENST00000539162,SYT11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000132463,ENST00000506453,GRSF1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000131097,ENST00000586911,HIGD1B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130758,ENST00000594951,MAP3K10,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130717,ENST00000372208,UCK1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130714,ENST00000341012,POMT1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130713,ENST00000372352,EXOSC2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130414,ENST00000252711,NDUFA10,1,117,0.01
Kidney.Kidney-RCC,ENSG00000130150,ENST00000460386,MOSPD2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000129534,ENST00000453142,MIS18BP1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000129214,ENST00000575314,SHBG,1,117,0.01
Kidney.Kidney-RCC,ENSG00000129197,ENST00000575599,RPAIN,1,117,0.01
Kidney.Kidney-RCC,ENSG00000128536,ENST00000343407,CDHR3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000128346,ENST00000418863,C22orf23,1,117,0.01
Kidney.Kidney-RCC,ENSG00000127445,ENST00000591777,PIN1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000126773,ENST00000555929,PCNXL4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000126653,ENST00000589608,NSRP1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000126254,ENST00000592202,RBM42,1,117,0.01
Kidney.Kidney-RCC,ENSG00000125633,ENST00000319432,CCDC93,1,117,0.01
Kidney.Kidney-RCC,ENSG00000124243,ENST00000358791,BCAS4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000124164,ENST00000475243,VAPB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000123146,ENST00000358600,CD97,1,117,0.01
Kidney.Kidney-RCC,ENSG00000123131,ENST00000439422,PRDX4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000122566,ENST00000354667,HNRNPA2B1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000120860,ENST00000538761,CCDC53,1,117,0.01
Kidney.Kidney-RCC,ENSG00000119723,ENST00000238709,COQ6,1,117,0.01
Kidney.Kidney-RCC,ENSG00000118507,ENST00000263050,AKAP7,1,117,0.01
Kidney.Kidney-RCC,ENSG00000118094,ENST00000397925,TREH,1,117,0.01
Kidney.Kidney-RCC,ENSG00000118058,ENST00000529852,KMT2A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000118004,ENST00000418971,COLEC11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000118004,ENST00000404205,COLEC11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000117360,ENST00000414970,PRPF3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000117054,ENST00000420607,ACADM,1,117,0.01
Kidney.Kidney-RCC,ENSG00000117009,ENST00000366558,KMO,1,117,0.01
Kidney.Kidney-RCC,ENSG00000116990,ENST00000372815,MYCL,1,117,0.01
Kidney.Kidney-RCC,ENSG00000116218,ENST00000367616,NPHS2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000115232,ENST00000339307,ITGA4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000114316,ENST00000416417,USP4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000114279,ENST00000445105,FGF12,1,117,0.01
Kidney.Kidney-RCC,ENSG00000114098,ENST00000469860,ARMC8,1,117,0.01
Kidney.Kidney-RCC,ENSG00000114054,ENST00000478469,PCCB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000113889,ENST00000265023,KNG1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000113734,ENST00000352523,BNIP1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000113580,ENST00000416954,NR3C1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000112531,ENST00000544436,QKI,1,117,0.01
Kidney.Kidney-RCC,ENSG00000112303,ENST00000525270,VNN2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000112303,ENST00000422400,VNN2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000112282,ENST00000403834,MED23,1,117,0.01
Kidney.Kidney-RCC,ENSG00000111305,ENST00000537302,GSG1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000111196,ENST00000539554,MAGOHB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000111142,ENST00000546753,METAP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000110200,ENST00000502597,ANAPC15,1,117,0.01
Kidney.Kidney-RCC,ENSG00000109854,ENST00000531058,HTATIP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000109689,ENST00000467011,STIM2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000109689,ENST00000412829,STIM2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000109189,ENST00000441222,USP46,1,117,0.01
Kidney.Kidney-RCC,ENSG00000108641,ENST00000461069,B9D1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000108100,ENST00000374704,CCNY,1,117,0.01
Kidney.Kidney-RCC,ENSG00000108094,ENST00000374749,CUL2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000106526,ENST00000478393,ACTR3C,1,117,0.01
Kidney.Kidney-RCC,ENSG00000106355,ENST00000450169,LSM5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105997,ENST00000521779,HOXA3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105967,ENST00000393485,TFEC,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105552,ENST00000402551,BCAT2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105519,ENST00000452990,CAPS,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105072,ENST00000599550,C19orf44,1,117,0.01
Kidney.Kidney-RCC,ENSG00000105053,ENST00000593919,VRK3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000104967,ENST00000596784,NOVA2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000104856,ENST00000505236,RELB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000103723,ENST00000542200,AP3B2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000103381,ENST00000261660,CPPED1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000103168,ENST00000341690,TAF1C,1,117,0.01
Kidney.Kidney-RCC,ENSG00000103051,ENST00000482252,COG4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000102543,ENST00000484126,CDADC1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000102384,ENST00000372927,CENPI,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100934,ENST00000548032,SEC23A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100836,ENST00000557702,PABPN1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100836,ENST00000555295,PABPN1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100749,ENST00000557222,VRK1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100739,ENST00000553356,BDKRB1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100362,ENST00000406910,PVALB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000100116,ENST00000323205,GCAT,1,117,0.01
Kidney.Kidney-RCC,ENSG00000099204,ENST00000392955,ABLIM1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000096088,ENST00000415707,PGC,1,117,0.01
Kidney.Kidney-RCC,ENSG00000095066,ENST00000587964,HOOK2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000092036,ENST00000557591,HAUS4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000091972,ENST00000607597,CD200,1,117,0.01
Kidney.Kidney-RCC,ENSG00000090520,ENST00000418776,DNAJB11,1,117,0.01
Kidney.Kidney-RCC,ENSG00000089820,ENST00000370016,ARHGAP4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000089505,ENST00000535705,CMTM1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000089280,ENST00000566605,FUS,1,117,0.01
Kidney.Kidney-RCC,ENSG00000087157,ENST00000589426,PGS1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000083807,ENST00000263093,SLC27A5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000082438,ENST00000375458,COBLL1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000081923,ENST00000585322,ATP8B1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000080802,ENST00000414802,CNOT4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000080189,ENST00000543605,SLC35C2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000079385,ENST00000358394,CEACAM1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000078902,ENST00000525159,TOLLIP,1,117,0.01
Kidney.Kidney-RCC,ENSG00000077463,ENST00000594279,SIRT6,1,117,0.01
Kidney.Kidney-RCC,ENSG00000077157,ENST00000608999,PPP1R12B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000076984,ENST00000397983,MAP2K7,1,117,0.01
Kidney.Kidney-RCC,ENSG00000076554,ENST00000518937,TPD52,1,117,0.01
Kidney.Kidney-RCC,ENSG00000074964,ENST00000375408,ARHGEF10L,1,117,0.01
Kidney.Kidney-RCC,ENSG00000071564,ENST00000585731,TCF3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000070501,ENST00000521290,POLB,1,117,0.01
Kidney.Kidney-RCC,ENSG00000069493,ENST00000460309,CLEC2D,1,117,0.01
Kidney.Kidney-RCC,ENSG00000069020,ENST00000406039,MAST4,1,117,0.01
Kidney.Kidney-RCC,ENSG00000068831,ENST00000421556,RASGRP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000066813,ENST00000565322,ACSM2B,1,117,0.01
Kidney.Kidney-RCC,ENSG00000066248,ENST00000414326,NGEF,1,117,0.01
Kidney.Kidney-RCC,ENSG00000065621,ENST00000429569,GSTO2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000061938,ENST00000392400,TNK2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000060688,ENST00000373720,SNRNP40,1,117,0.01
Kidney.Kidney-RCC,ENSG00000054148,ENST00000371661,PHPT1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000048540,ENST00000540590,LMO3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000048342,ENST00000511544,CC2D2A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000048342,ENST00000503292,CC2D2A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000038532,ENST00000261657,CLEC16A,1,117,0.01
Kidney.Kidney-RCC,ENSG00000035115,ENST00000403657,SH3YL1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000022556,ENST00000263437,NLRP2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000021762,ENST00000389989,OSBPL5,1,117,0.01
Kidney.Kidney-RCC,ENSG00000015153,ENST00000555248,YAF2,1,117,0.01
Kidney.Kidney-RCC,ENSG00000012211,ENST00000536904,PRICKLE3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000010438,ENST00000379405,PRSS3,1,117,0.01
Kidney.Kidney-RCC,ENSG00000010361,ENST00000525130,FUZ,1,117,0.01
Kidney.Kidney-RCC,ENSG00000007376,ENST00000565809,RPUSD1,1,117,0.01
Kidney.Kidney-RCC,ENSG00000006704,ENST00000476977,GTF2IRD1,1,117,0.01
